Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.689484126984,MLC,18-01-13-22-58-12,Completed,0,0:00:00.001001,0:00:01.288858,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.43,0,0.0,0.82,0,0.56
0.689484126984,MLC,18-01-13-22-58-12,Completed,0,0:00:00.001001,0:00:01.288858,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.92,0,1.0,0.65,0,0.76
