Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.683531746032,MLC,18-01-13-22-57-47,Completed,0,0:00:00.002001,0:00:01.143761,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.41,0,0.0,0.82,0,0.54
0.683531746032,MLC,18-01-13-22-57-47,Completed,0,0:00:00.002001,0:00:01.143761,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.92,0,1.0,0.64,0,0.76
