Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.744047619048,MLC,18-01-13-23-38-18,Completed,0,0:00:00.001001,0:00:01.268845,SP Adjust Price 1 + Combination of Series,1.0,0,0.0,0.65,0,0.78
0.744047619048,MLC,18-01-13-23-38-18,Completed,0,0:00:00.001001,0:00:01.268845,SP Adjust Price 1 + Combination of Series,0.52,0,1.0,1.0,0,0.69
