Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.811507936508,MLC,18-01-13-23-18-44,Completed,0,0:00:00.002001,0:00:01.756170,SP Adjust Price 1 + Combination of Series,0.99,0,0.0,0.72,0,0.83
0.811507936508,MLC,18-01-13-23-18-44,Completed,0,0:00:00.002001,0:00:01.756170,SP Adjust Price 1 + Combination of Series,0.66,0,1.0,0.98,0,0.79
