Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.706349206349,RFC,18-01-13-22-59-06,Completed,0,0:00:00.105071,0:00:03.459307,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.54,0,0.0,0.76,0,0.63
0.706349206349,RFC,18-01-13-22-59-06,Completed,0,0:00:00.105071,0:00:03.459307,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.85,0,1.0,0.68,0,0.76
