Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.677579365079,MLC,18-01-13-22-57-11,Completed,0,0:00:00.001001,0:00:00.704471,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.41,0,0.0,0.8,0,0.54
0.677579365079,MLC,18-01-13-22-57-11,Completed,0,0:00:00.001001,0:00:00.704471,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.91,0,1.0,0.64,0,0.75
