Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.702380952381,MLC,18-01-13-22-56-39,Completed,0,0:00:00.002000,0:00:01.155770,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.53,0,0.0,0.75,0,0.62
0.702380952381,MLC,18-01-13-22-56-39,Completed,0,0:00:00.002000,0:00:01.155770,SP Adjust Price 1 + Rest Adjust Rolling Average 5,0.85,0,1.0,0.68,0,0.75
