Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.91369047619,RFC,18-01-13-23-01-39,Completed,0,0:00:00.083055,0:00:06.062042,SP Adjust Price 1 + Combination of Series,0.89,0,0.0,0.92,0,0.91
0.91369047619,RFC,18-01-13-23-01-39,Completed,0,0:00:00.083055,0:00:06.062042,SP Adjust Price 1 + Combination of Series,0.93,0,1.0,0.91,0,0.92
