Accuracy,Algorithm,Date,Features,KFolds,Predicting,Training,Version,f1_score,matthews_corrcoef,precision,recall,roc_auc_score,support
0.866071428571,MLC,18-01-13-23-21-22,Completed,0,0:00:00.003002,0:00:01.805202,SP Adjust Price 1 + Combination of Series,0.94,0,0.0,0.8,0,0.87
0.866071428571,MLC,18-01-13-23-21-22,Completed,0,0:00:00.003002,0:00:01.805202,SP Adjust Price 1 + Combination of Series,0.8,0,1.0,0.94,0,0.86
